image_train,label_train
ISIC_0024306.jpg,1
ISIC_0024307.jpg,1
ISIC_0024308.jpg,1
ISIC_0024309.jpg,1
ISIC_0024310.jpg,0
ISIC_0024311.jpg,1
ISIC_0024312.jpg,4
ISIC_0024313.jpg,0
ISIC_0024315.jpg,0
ISIC_0024316.jpg,1
ISIC_0024317.jpg,1
ISIC_0024318.jpg,5
ISIC_0024319.jpg,1
ISIC_0024320.jpg,1
ISIC_0024322.jpg,1
ISIC_0024324.jpg,4
ISIC_0024326.jpg,1
ISIC_0024327.jpg,1
ISIC_0024329.jpg,3
ISIC_0024331.jpg,2
ISIC_0024334.jpg,1
ISIC_0024336.jpg,4
ISIC_0024337.jpg,4
ISIC_0024338.jpg,4
ISIC_0024339.jpg,1
ISIC_0024341.jpg,1
ISIC_0024342.jpg,1
ISIC_0024344.jpg,1
ISIC_0024345.jpg,2
ISIC_0024346.jpg,1
ISIC_0024348.jpg,1
ISIC_0024349.jpg,1
ISIC_0024350.jpg,1
ISIC_0024351.jpg,0
ISIC_0024352.jpg,1
ISIC_0024353.jpg,1
ISIC_0024355.jpg,1
ISIC_0024356.jpg,1
ISIC_0024358.jpg,4
ISIC_0024359.jpg,1
ISIC_0024360.jpg,2
ISIC_0024361.jpg,1
ISIC_0024362.jpg,1
ISIC_0024364.jpg,1
ISIC_0024365.jpg,1
ISIC_0024366.jpg,1
ISIC_0024367.jpg,0
ISIC_0024368.jpg,1
ISIC_0024370.jpg,6
ISIC_0024371.jpg,4
ISIC_0024372.jpg,3
ISIC_0024373.jpg,1
ISIC_0024374.jpg,1
ISIC_0024375.jpg,6
ISIC_0024376.jpg,1
ISIC_0024377.jpg,1
ISIC_0024378.jpg,1
ISIC_0024379.jpg,1
ISIC_0024380.jpg,1
ISIC_0024381.jpg,4
ISIC_0024383.jpg,4
ISIC_0024384.jpg,1
ISIC_0024385.jpg,1
ISIC_0024386.jpg,5
ISIC_0024387.jpg,1
ISIC_0024388.jpg,1
ISIC_0024389.jpg,1
ISIC_0024390.jpg,1
ISIC_0024391.jpg,1
ISIC_0024392.jpg,1
ISIC_0024393.jpg,1
ISIC_0024394.jpg,1
ISIC_0024395.jpg,1
ISIC_0024399.jpg,1
ISIC_0024401.jpg,1
ISIC_0024402.jpg,6
ISIC_0024403.jpg,2
ISIC_0024405.jpg,1
ISIC_0024406.jpg,1
ISIC_0024407.jpg,1
ISIC_0024408.jpg,4
ISIC_0024409.jpg,4
ISIC_0024410.jpg,0
ISIC_0024411.jpg,2
ISIC_0024412.jpg,4
ISIC_0024414.jpg,1
ISIC_0024415.jpg,1
ISIC_0024416.jpg,1
ISIC_0024417.jpg,1
ISIC_0024418.jpg,3
ISIC_0024419.jpg,1
ISIC_0024420.jpg,4
ISIC_0024421.jpg,1
ISIC_0024422.jpg,4
ISIC_0024424.jpg,1
ISIC_0024425.jpg,1
ISIC_0024428.jpg,1
ISIC_0024429.jpg,1
ISIC_0024430.jpg,1
ISIC_0024431.jpg,2
ISIC_0024432.jpg,2
ISIC_0024433.jpg,1
ISIC_0024434.jpg,1
ISIC_0024435.jpg,4
ISIC_0024436.jpg,2
ISIC_0024438.jpg,1
ISIC_0024440.jpg,1
ISIC_0024441.jpg,1
ISIC_0024442.jpg,1
ISIC_0024443.jpg,2
ISIC_0024446.jpg,4
ISIC_0024447.jpg,1
ISIC_0024448.jpg,2
ISIC_0024449.jpg,0
ISIC_0024450.jpg,3
ISIC_0024451.jpg,1
ISIC_0024452.jpg,2
ISIC_0024453.jpg,4
ISIC_0024454.jpg,2
ISIC_0024455.jpg,1
ISIC_0024456.jpg,1
ISIC_0024457.jpg,2
ISIC_0024458.jpg,1
ISIC_0024459.jpg,0
ISIC_0024460.jpg,1
ISIC_0024461.jpg,2
ISIC_0024462.jpg,1
ISIC_0024463.jpg,3
ISIC_0024464.jpg,1
ISIC_0024467.jpg,1
ISIC_0024468.jpg,3
ISIC_0024469.jpg,1
ISIC_0024470.jpg,3
ISIC_0024472.jpg,2
ISIC_0024473.jpg,1
ISIC_0024474.jpg,1
ISIC_0024475.jpg,6
ISIC_0024476.jpg,1
ISIC_0024477.jpg,4
ISIC_0024479.jpg,1
ISIC_0024480.jpg,1
ISIC_0024481.jpg,0
ISIC_0024485.jpg,1
ISIC_0024486.jpg,1
ISIC_0024487.jpg,1
ISIC_0024488.jpg,1
ISIC_0024489.jpg,4
ISIC_0024490.jpg,4
ISIC_0024491.jpg,1
ISIC_0024492.jpg,1
ISIC_0024493.jpg,1
ISIC_0024494.jpg,4
ISIC_0024495.jpg,4
ISIC_0024496.jpg,0
ISIC_0024497.jpg,1
ISIC_0024500.jpg,1
ISIC_0024501.jpg,1
ISIC_0024502.jpg,1
ISIC_0024503.jpg,1
ISIC_0024504.jpg,2
ISIC_0024505.jpg,4
ISIC_0024506.jpg,1
ISIC_0024507.jpg,1
ISIC_0024508.jpg,1
ISIC_0024509.jpg,1
ISIC_0024510.jpg,1
ISIC_0024512.jpg,1
ISIC_0024513.jpg,1
ISIC_0024514.jpg,1
ISIC_0024516.jpg,0
ISIC_0024518.jpg,1
ISIC_0024519.jpg,1
ISIC_0024520.jpg,1
ISIC_0024521.jpg,1
ISIC_0024522.jpg,3
ISIC_0024524.jpg,1
ISIC_0024526.jpg,1
ISIC_0024527.jpg,1
ISIC_0024529.jpg,1
ISIC_0024531.jpg,1
ISIC_0024532.jpg,1
ISIC_0024534.jpg,1
ISIC_0024535.jpg,1
ISIC_0024536.jpg,1
ISIC_0024537.jpg,0
ISIC_0024538.jpg,1
ISIC_0024539.jpg,3
ISIC_0024540.jpg,1
ISIC_0024541.jpg,1
ISIC_0024542.jpg,1
ISIC_0024543.jpg,1
ISIC_0024544.jpg,1
ISIC_0024545.jpg,0
ISIC_0024546.jpg,0
ISIC_0024547.jpg,4
ISIC_0024551.jpg,1
ISIC_0024552.jpg,0
ISIC_0024553.jpg,5
ISIC_0024555.jpg,1
ISIC_0024559.jpg,1
ISIC_0024562.jpg,3
ISIC_0024563.jpg,1
ISIC_0024564.jpg,2
ISIC_0024567.jpg,1
ISIC_0024568.jpg,1
ISIC_0024569.jpg,1
ISIC_0024570.jpg,1
ISIC_0024571.jpg,0
ISIC_0024572.jpg,2
ISIC_0024573.jpg,2
ISIC_0024574.jpg,1
ISIC_0024575.jpg,3
ISIC_0024576.jpg,1
ISIC_0024577.jpg,1
ISIC_0024578.jpg,1
ISIC_0024579.jpg,3
ISIC_0024581.jpg,4
ISIC_0024582.jpg,2
ISIC_0024583.jpg,1
ISIC_0024584.jpg,1
ISIC_0024585.jpg,1
ISIC_0024587.jpg,1
ISIC_0024588.jpg,1
ISIC_0024589.jpg,1
ISIC_0024590.jpg,2
ISIC_0024591.jpg,1
ISIC_0024592.jpg,4
ISIC_0024593.jpg,1
ISIC_0024594.jpg,1
ISIC_0024596.jpg,1
ISIC_0024597.jpg,1
ISIC_0024600.jpg,1
ISIC_0024601.jpg,1
ISIC_0024604.jpg,1
ISIC_0024605.jpg,1
ISIC_0024606.jpg,1
ISIC_0024607.jpg,1
ISIC_0024608.jpg,1
ISIC_0024609.jpg,1
ISIC_0024610.jpg,1
ISIC_0024611.jpg,1
ISIC_0024612.jpg,4
ISIC_0024613.jpg,1
ISIC_0024615.jpg,1
ISIC_0024616.jpg,1
ISIC_0024617.jpg,1
ISIC_0024618.jpg,1
ISIC_0024619.jpg,1
ISIC_0024621.jpg,1
ISIC_0024622.jpg,1
ISIC_0024623.jpg,4
ISIC_0024625.jpg,1
ISIC_0024627.jpg,1
ISIC_0024628.jpg,1
ISIC_0024629.jpg,1
ISIC_0024630.jpg,0
ISIC_0024631.jpg,1
ISIC_0024632.jpg,2
ISIC_0024634.jpg,2
ISIC_0024635.jpg,4
ISIC_0024636.jpg,1
ISIC_0024638.jpg,1
ISIC_0024639.jpg,1
ISIC_0024640.jpg,0
ISIC_0024641.jpg,1
ISIC_0024642.jpg,1
ISIC_0024643.jpg,4
ISIC_0024645.jpg,1
ISIC_0024646.jpg,3
ISIC_0024647.jpg,0
ISIC_0024648.jpg,1
ISIC_0024650.jpg,1
ISIC_0024651.jpg,1
ISIC_0024652.jpg,0
ISIC_0024653.jpg,1
ISIC_0024654.jpg,3
ISIC_0024655.jpg,1
ISIC_0024656.jpg,1
ISIC_0024657.jpg,1
ISIC_0024660.jpg,1
ISIC_0024661.jpg,1
ISIC_0024662.jpg,6
ISIC_0024663.jpg,1
ISIC_0024666.jpg,2
ISIC_0024670.jpg,1
ISIC_0024671.jpg,1
ISIC_0024672.jpg,4
ISIC_0024674.jpg,1
ISIC_0024675.jpg,0
ISIC_0024678.jpg,1
ISIC_0024679.jpg,0
ISIC_0024680.jpg,1
ISIC_0024681.jpg,1
ISIC_0024682.jpg,1
ISIC_0024683.jpg,1
ISIC_0024684.jpg,1
ISIC_0024685.jpg,1
ISIC_0024686.jpg,1
ISIC_0024687.jpg,1
ISIC_0024689.jpg,1
ISIC_0024690.jpg,1
ISIC_0024691.jpg,1
ISIC_0024692.jpg,1
ISIC_0024693.jpg,1
ISIC_0024694.jpg,1
ISIC_0024695.jpg,1
ISIC_0024696.jpg,4
ISIC_0024697.jpg,1
ISIC_0024698.jpg,1
ISIC_0024699.jpg,1
ISIC_0024702.jpg,0
ISIC_0024704.jpg,1
ISIC_0024707.jpg,3
ISIC_0024708.jpg,4
ISIC_0024710.jpg,3
ISIC_0024711.jpg,4
ISIC_0024712.jpg,1
ISIC_0024713.jpg,1
ISIC_0024714.jpg,1
ISIC_0024715.jpg,1
ISIC_0024716.jpg,1
ISIC_0024717.jpg,1
ISIC_0024720.jpg,1
ISIC_0024722.jpg,1
ISIC_0024723.jpg,1
ISIC_0024724.jpg,1
ISIC_0024725.jpg,1
ISIC_0024726.jpg,4
ISIC_0024727.jpg,1
ISIC_0024728.jpg,1
ISIC_0024729.jpg,0
ISIC_0024730.jpg,1
ISIC_0024731.jpg,1
ISIC_0024732.jpg,0
ISIC_0024733.jpg,0
ISIC_0024734.jpg,1
ISIC_0024735.jpg,1
ISIC_0024736.jpg,1
ISIC_0024737.jpg,1
ISIC_0024738.jpg,1
ISIC_0024739.jpg,0
ISIC_0024740.jpg,4
ISIC_0024742.jpg,1
ISIC_0024744.jpg,1
ISIC_0024746.jpg,1
ISIC_0024747.jpg,6
ISIC_0024748.jpg,4
ISIC_0024749.jpg,1
ISIC_0024750.jpg,1
ISIC_0024751.jpg,1
ISIC_0024752.jpg,1
ISIC_0024753.jpg,1
ISIC_0024754.jpg,1
ISIC_0024755.jpg,1
ISIC_0024756.jpg,0
ISIC_0024757.jpg,1
ISIC_0024758.jpg,4
ISIC_0024759.jpg,1
ISIC_0024760.jpg,4
ISIC_0024761.jpg,4
ISIC_0024762.jpg,1
ISIC_0024763.jpg,3
ISIC_0024764.jpg,1
ISIC_0024765.jpg,1
ISIC_0024766.jpg,1
ISIC_0024767.jpg,0
ISIC_0024768.jpg,1
ISIC_0024769.jpg,1
ISIC_0024770.jpg,4
ISIC_0024771.jpg,3
ISIC_0024772.jpg,4
ISIC_0024773.jpg,4
ISIC_0024774.jpg,4
ISIC_0024775.jpg,1
ISIC_0024776.jpg,1
ISIC_0024777.jpg,1
ISIC_0024778.jpg,1
ISIC_0024780.jpg,1
