image_train,label_train
ISIC_0024307.jpg,1
ISIC_0024309.jpg,1
ISIC_0024310.jpg,0
ISIC_0024313.jpg,0
ISIC_0024314.jpg,1
ISIC_0024315.jpg,0
ISIC_0024317.jpg,1
ISIC_0024319.jpg,1
ISIC_0024320.jpg,1
ISIC_0024321.jpg,1
ISIC_0024322.jpg,1
ISIC_0024323.jpg,0
ISIC_0024324.jpg,4
ISIC_0024325.jpg,1
ISIC_0024326.jpg,1
ISIC_0024327.jpg,1
ISIC_0024328.jpg,1
ISIC_0024329.jpg,3
ISIC_0024330.jpg,5
ISIC_0024331.jpg,2
ISIC_0024332.jpg,2
ISIC_0024333.jpg,0
ISIC_0024335.jpg,1
ISIC_0024336.jpg,4
ISIC_0024338.jpg,4
ISIC_0024339.jpg,1
ISIC_0024340.jpg,1
ISIC_0024341.jpg,1
ISIC_0024343.jpg,1
ISIC_0024344.jpg,1
ISIC_0024347.jpg,1
ISIC_0024349.jpg,1
ISIC_0024350.jpg,1
ISIC_0024351.jpg,0
ISIC_0024352.jpg,1
ISIC_0024354.jpg,1
ISIC_0024355.jpg,1
ISIC_0024356.jpg,1
ISIC_0024357.jpg,1
ISIC_0024359.jpg,1
ISIC_0024360.jpg,2
ISIC_0024362.jpg,1
ISIC_0024363.jpg,1
ISIC_0024364.jpg,1
ISIC_0024365.jpg,1
ISIC_0024369.jpg,1
ISIC_0024370.jpg,6
ISIC_0024371.jpg,4
ISIC_0024372.jpg,3
ISIC_0024373.jpg,1
ISIC_0024374.jpg,1
ISIC_0024375.jpg,6
ISIC_0024376.jpg,1
ISIC_0024377.jpg,1
ISIC_0024379.jpg,1
ISIC_0024380.jpg,1
ISIC_0024381.jpg,4
ISIC_0024382.jpg,4
ISIC_0024384.jpg,1
ISIC_0024385.jpg,1
ISIC_0024386.jpg,5
ISIC_0024388.jpg,1
ISIC_0024389.jpg,1
ISIC_0024390.jpg,1
ISIC_0024391.jpg,1
ISIC_0024392.jpg,1
ISIC_0024393.jpg,1
ISIC_0024396.jpg,5
ISIC_0024397.jpg,1
ISIC_0024398.jpg,1
ISIC_0024400.jpg,0
ISIC_0024401.jpg,1
ISIC_0024402.jpg,6
ISIC_0024404.jpg,1
ISIC_0024405.jpg,1
ISIC_0024406.jpg,1
ISIC_0024407.jpg,1
ISIC_0024408.jpg,4
ISIC_0024409.jpg,4
ISIC_0024410.jpg,0
ISIC_0024411.jpg,2
ISIC_0024412.jpg,4
ISIC_0024413.jpg,1
ISIC_0024414.jpg,1
ISIC_0024415.jpg,1
ISIC_0024417.jpg,1
ISIC_0024418.jpg,3
ISIC_0024419.jpg,1
ISIC_0024420.jpg,4
ISIC_0024421.jpg,1
ISIC_0024422.jpg,4
ISIC_0024423.jpg,1
ISIC_0024424.jpg,1
ISIC_0024425.jpg,1
ISIC_0024426.jpg,4
ISIC_0024427.jpg,1
ISIC_0024428.jpg,1
ISIC_0024429.jpg,1
ISIC_0024430.jpg,1
ISIC_0024431.jpg,2
ISIC_0024432.jpg,2
ISIC_0024433.jpg,1
ISIC_0024435.jpg,4
ISIC_0024436.jpg,2
ISIC_0024437.jpg,1
ISIC_0024438.jpg,1
ISIC_0024439.jpg,1
ISIC_0024440.jpg,1
ISIC_0024442.jpg,1
ISIC_0024443.jpg,2
ISIC_0024444.jpg,1
ISIC_0024445.jpg,4
ISIC_0024447.jpg,1
ISIC_0024448.jpg,2
ISIC_0024451.jpg,1
ISIC_0024452.jpg,2
ISIC_0024453.jpg,4
ISIC_0024455.jpg,1
ISIC_0024456.jpg,1
ISIC_0024457.jpg,2
ISIC_0024458.jpg,1
ISIC_0024460.jpg,1
ISIC_0024461.jpg,2
ISIC_0024463.jpg,3
ISIC_0024464.jpg,1
ISIC_0024465.jpg,1
ISIC_0024466.jpg,1
ISIC_0024467.jpg,1
ISIC_0024468.jpg,3
ISIC_0024469.jpg,1
ISIC_0024470.jpg,3
ISIC_0024471.jpg,4
ISIC_0024472.jpg,2
ISIC_0024473.jpg,1
ISIC_0024474.jpg,1
ISIC_0024475.jpg,6
ISIC_0024478.jpg,1
